,area name,solar power area,wind powe area
0,Middlesbrough,<Task 2K5MSK4YU2Q3YR2NRVEOFEQT EXPORT_IMAGE: solarMiddlesbrough (UNSUBMITTED)>,<Task RUOPDZI4RBSGU5IKJT6QP76G EXPORT_IMAGE: windMiddlesbrough (UNSUBMITTED)>
